study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	col_tax_id	col_scientific_name	reference_alignment
PRJEB2870	ERP001198	SAMEA1324618	ERS092986	ERX110666	ERR134648	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134648/ERR134648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134648/ERR134648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134648/ERR134648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134648/ERR134648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#37.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#37.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324645	ERS092987	ERX110667	ERR134649	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134649/ERR134649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134649/ERR134649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134649/ERR134649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134649/ERR134649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#38.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#38.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324626	ERS092988	ERX110668	ERR134650	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134650/ERR134650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134650/ERR134650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134650/ERR134650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134650/ERR134650_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#39.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#39.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324604	ERS092989	ERX110669	ERR134651	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134651/ERR134651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134651/ERR134651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134651/ERR134651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134651/ERR134651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#40.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#40.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324542	ERS092990	ERX110670	ERR134652	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134652/ERR134652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134652/ERR134652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134652/ERR134652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134652/ERR134652_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#41.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#41.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324565	ERS092991	ERX110671	ERR134653	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134653/ERR134653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134653/ERR134653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134653/ERR134653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134653/ERR134653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#42.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#42.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324523	ERS092992	ERX110672	ERR134654	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134654/ERR134654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134654/ERR134654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134654/ERR134654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134654/ERR134654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#43.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#43.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324538	ERS092993	ERX110673	ERR134655	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134655/ERR134655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134655/ERR134655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134655/ERR134655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134655/ERR134655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#44.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#44.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324769	ERS092996	ERX110676	ERR134658	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134658/ERR134658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134658/ERR134658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134658/ERR134658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134658/ERR134658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#47.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#47.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324717	ERS092997	ERX110677	ERR134659	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134659/ERR134659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134659/ERR134659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134659/ERR134659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134659/ERR134659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#48.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#48.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324726	ERS092998	ERX110678	ERR134660	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134660/ERR134660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134660/ERR134660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134660/ERR134660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134660/ERR134660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#49.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#49.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324682	ERS092999	ERX110679	ERR134661	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134661/ERR134661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134661/ERR134661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134661/ERR134661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134661/ERR134661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#50.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#50.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324623	ERS093000	ERX110680	ERR134662	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134662/ERR134662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134662/ERR134662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134662/ERR134662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134662/ERR134662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#51.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#51.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324673	ERS093001	ERX110681	ERR134663	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134663/ERR134663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134663/ERR134663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134663/ERR134663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134663/ERR134663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#52.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#52.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324659	ERS093002	ERX110682	ERR134664	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134664/ERR134664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134664/ERR134664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134664/ERR134664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134664/ERR134664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#53.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#53.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324694	ERS093003	ERX110683	ERR134665	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134665/ERR134665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134665/ERR134665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134665/ERR134665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134665/ERR134665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#54.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#54.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324680	ERS093004	ERX110684	ERR134666	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134666/ERR134666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134666/ERR134666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134666/ERR134666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134666/ERR134666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#55.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#55.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324722	ERS093005	ERX110685	ERR134667	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134667/ERR134667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134667/ERR134667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134667/ERR134667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134667/ERR134667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#56.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#56.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324734	ERS093006	ERX110686	ERR134668	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134668/ERR134668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134668/ERR134668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134668/ERR134668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134668/ERR134668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#57.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#57.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324719	ERS093007	ERX110687	ERR134669	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134669/ERR134669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134669/ERR134669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134669/ERR134669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134669/ERR134669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#58.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#58.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324770	ERS093008	ERX110688	ERR134670	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134670/ERR134670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134670/ERR134670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134670/ERR134670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134670/ERR134670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#59.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#59.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324744	ERS093009	ERX110689	ERR134671	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134671/ERR134671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134671/ERR134671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134671/ERR134671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134671/ERR134671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#60.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#60.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324540	ERS093010	ERX110690	ERR134672	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134672/ERR134672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134672/ERR134672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134672/ERR134672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134672/ERR134672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#61.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#61.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324527	ERS093011	ERX110691	ERR134673	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134673/ERR134673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134673/ERR134673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134673/ERR134673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134673/ERR134673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#62.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#62.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324509	ERS093012	ERX110692	ERR134674	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134674/ERR134674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134674/ERR134674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134674/ERR134674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134674/ERR134674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#63.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#63.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324638	ERS093013	ERX110693	ERR134675	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134675/ERR134675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134675/ERR134675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134675/ERR134675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134675/ERR134675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#64.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#64.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324628	ERS093014	ERX110694	ERR134676	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134676/ERR134676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134676/ERR134676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134676/ERR134676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134676/ERR134676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#65.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#65.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324606	ERS093015	ERX110695	ERR134677	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134677/ERR134677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134677/ERR134677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134677/ERR134677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134677/ERR134677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#66.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#66.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324590	ERS093016	ERX110696	ERR134678	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134678/ERR134678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134678/ERR134678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134678/ERR134678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134678/ERR134678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#67.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#67.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324577	ERS093017	ERX110697	ERR134679	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134679/ERR134679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134679/ERR134679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134679/ERR134679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134679/ERR134679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#68.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#68.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324702	ERS093018	ERX110698	ERR134680	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134680/ERR134680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134680/ERR134680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134680/ERR134680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134680/ERR134680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#69.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#69.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324684	ERS093019	ERX110699	ERR134681	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134681/ERR134681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134681/ERR134681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134681/ERR134681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134681/ERR134681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#70.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#70.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324531	ERS093020	ERX110700	ERR134682	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134682/ERR134682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134682/ERR134682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134682/ERR134682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134682/ERR134682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#71.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#71.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324521	ERS093021	ERX110701	ERR134683	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134683/ERR134683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134683/ERR134683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134683/ERR134683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134683/ERR134683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#72.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#72.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324515	ERS093022	ERX110702	ERR134684	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134684/ERR134684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134684/ERR134684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134684/ERR134684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134684/ERR134684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#73.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#73.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324564	ERS093023	ERX110703	ERR134685	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134685/ERR134685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134685/ERR134685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134685/ERR134685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134685/ERR134685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#74.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_3#74.bam	6302616	Staphylococcus aureus	N
